Entity,Code,Date,daily_vaccinations
Minnesota,,2021-03-04,42011
Mississippi,,2021-01-13,6745
Mississippi,,2021-01-14,8652
Mississippi,,2021-01-15,9928
Mississippi,,2021-01-16,9274
Mississippi,,2021-01-17,8881
Mississippi,,2021-01-18,8620
Mississippi,,2021-01-19,8433
Mississippi,,2021-01-20,8757
Mississippi,,2021-01-21,9263
Mississippi,,2021-01-22,9457
Mississippi,,2021-01-23,8412
Mississippi,,2021-01-24,11241
Mississippi,,2021-01-25,10671
Mississippi,,2021-01-26,9777
Mississippi,,2021-01-27,9665
Mississippi,,2021-01-28,9222
Mississippi,,2021-01-29,8889
Mississippi,,2021-01-30,10280
Mississippi,,2021-01-31,8395
Mississippi,,2021-02-01,8271
Mississippi,,2021-02-02,8302
Mississippi,,2021-02-03,8667
Mississippi,,2021-02-04,7094
Mississippi,,2021-02-05,9019
Mississippi,,2021-02-06,11140
Mississippi,,2021-02-07,12090
Mississippi,,2021-02-08,12653
Mississippi,,2021-02-09,12708
Mississippi,,2021-02-10,13515
Mississippi,,2021-02-11,16356
Mississippi,,2021-02-12,15778
Mississippi,,2021-02-13,15323
Mississippi,,2021-02-14,15167
Mississippi,,2021-02-15,15050
Mississippi,,2021-02-16,15612
Mississippi,,2021-02-17,13265
Mississippi,,2021-02-18,10423
Mississippi,,2021-02-19,12567
Mississippi,,2021-02-20,10529
Mississippi,,2021-02-21,9131
Mississippi,,2021-02-22,9468
Mississippi,,2021-02-23,9613
Mississippi,,2021-02-24,12443
Mississippi,,2021-02-25,12517
Mississippi,,2021-02-26,13282
Mississippi,,2021-02-27,16004
Mississippi,,2021-02-28,18305
Mississippi,,2021-03-01,19723
Mississippi,,2021-03-02,20112
Mississippi,,2021-03-03,20044
Mississippi,,2021-03-04,22804
Missouri,,2021-01-13,0
Missouri,,2021-01-14,6765
Missouri,,2021-01-15,9554
Missouri,,2021-01-16,10029
Missouri,,2021-01-17,10313
Missouri,,2021-01-18,10503
Missouri,,2021-01-19,10639
Missouri,,2021-01-20,11813
Missouri,,2021-01-21,12867
Missouri,,2021-01-22,13607
Missouri,,2021-01-23,12832
Missouri,,2021-01-24,14912
Missouri,,2021-01-25,15842
Missouri,,2021-01-26,14860
Missouri,,2021-01-27,16239
Missouri,,2021-01-28,16739
Missouri,,2021-01-29,17535
Missouri,,2021-01-30,16674
Missouri,,2021-01-31,18092
Missouri,,2021-02-01,18072
Missouri,,2021-02-02,18019
Missouri,,2021-02-03,17709
Missouri,,2021-02-04,17522
Missouri,,2021-02-05,18250
Missouri,,2021-02-06,25073
Missouri,,2021-02-07,25824
Missouri,,2021-02-08,25891
Missouri,,2021-02-09,25780
Missouri,,2021-02-10,26792
Missouri,,2021-02-11,27112
Missouri,,2021-02-12,25899
Missouri,,2021-02-13,31850
Missouri,,2021-02-14,31839
Missouri,,2021-02-15,31435
Missouri,,2021-02-16,33154
Missouri,,2021-02-17,31764
Missouri,,2021-02-18,31498
Missouri,,2021-02-19,42395
Missouri,,2021-02-20,33710
Missouri,,2021-02-21,33671
Missouri,,2021-02-22,34346
Missouri,,2021-02-23,33139
Missouri,,2021-02-24,35032
Missouri,,2021-02-25,36045
Missouri,,2021-02-26,28457
Missouri,,2021-02-27,33602
Missouri,,2021-02-28,27955
Missouri,,2021-03-01,38731
Missouri,,2021-03-02,39022
Missouri,,2021-03-03,39796
Missouri,,2021-03-04,41522
Montana,,2021-01-13,1980
Montana,,2021-01-14,2268
Montana,,2021-01-15,2427
Montana,,2021-01-16,2228
Montana,,2021-01-17,2109
Montana,,2021-01-18,2030
Montana,,2021-01-19,1973
Montana,,2021-01-20,1880
Montana,,2021-01-21,1967
Montana,,2021-01-22,2426
Montana,,2021-01-23,3078
Montana,,2021-01-24,3423
Montana,,2021-01-25,3299
Montana,,2021-01-26,3122
Montana,,2021-01-27,3421
Montana,,2021-01-28,3689
Montana,,2021-01-29,3749
Montana,,2021-01-30,3818
Montana,,2021-01-31,3991
Montana,,2021-02-01,4113
Montana,,2021-02-02,4225
Montana,,2021-02-03,4172
Montana,,2021-02-04,4276
Montana,,2021-02-05,4278
Montana,,2021-02-06,4516
Montana,,2021-02-07,4749
Montana,,2021-02-08,4733
Montana,,2021-02-09,4686
Montana,,2021-02-10,4853
Montana,,2021-02-11,4742
Montana,,2021-02-12,5023
Montana,,2021-02-13,5211
Montana,,2021-02-14,5578
Montana,,2021-02-15,5709
Montana,,2021-02-16,5934
Montana,,2021-02-17,5748
Montana,,2021-02-18,5819
Montana,,2021-02-19,9076
Montana,,2021-02-20,8790
Montana,,2021-02-21,8613
Montana,,2021-02-22,8797
Montana,,2021-02-23,8764
Montana,,2021-02-24,8864
Montana,,2021-02-25,8889
Montana,,2021-02-26,5681
Montana,,2021-02-27,6026
Montana,,2021-02-28,6332
Montana,,2021-03-01,6266
Montana,,2021-03-02,6164
Montana,,2021-03-03,6421
Montana,,2021-03-04,6959
Nebraska,,2021-01-13,5260
Nebraska,,2021-01-14,5240
Nebraska,,2021-01-15,5585
Nebraska,,2021-01-16,4970
Nebraska,,2021-01-17,4601
Nebraska,,2021-01-18,4354
Nebraska,,2021-01-19,4179
Nebraska,,2021-01-20,3798
Nebraska,,2021-01-21,3846
Nebraska,,2021-01-22,3894
Nebraska,,2021-01-23,4250
Nebraska,,2021-01-24,5058
Nebraska,,2021-01-25,4781
Nebraska,,2021-01-26,4492
Nebraska,,2021-01-27,4756
Nebraska,,2021-01-28,5454
Nebraska,,2021-01-29,5703
Nebraska,,2021-01-30,6172
Nebraska,,2021-01-31,6409
Nebraska,,2021-02-01,6698
Nebraska,,2021-02-02,6754
Nebraska,,2021-02-03,6959
Nebraska,,2021-02-04,6444
Nebraska,,2021-02-05,6538
Nebraska,,2021-02-06,7304
Nebraska,,2021-02-07,7595
Nebraska,,2021-02-08,7592
Nebraska,,2021-02-09,7555
Nebraska,,2021-02-10,7540
Nebraska,,2021-02-11,7536
Nebraska,,2021-02-12,7967
Nebraska,,2021-02-13,7935
Nebraska,,2021-02-14,7833
Nebraska,,2021-02-15,7729
Nebraska,,2021-02-16,7904
Nebraska,,2021-02-17,7691
Nebraska,,2021-02-18,8168
Nebraska,,2021-02-19,12550
Nebraska,,2021-02-20,12376
Nebraska,,2021-02-21,12421
Nebraska,,2021-02-22,13212
Nebraska,,2021-02-23,14590
Nebraska,,2021-02-24,15856
Nebraska,,2021-02-25,16766
Nebraska,,2021-02-26,13508
Nebraska,,2021-02-27,11913
Nebraska,,2021-02-28,14541
Nebraska,,2021-03-01,13667
Nebraska,,2021-03-02,13162
Nebraska,,2021-03-03,13030
Nebraska,,2021-03-04,13011
Nevada,,2021-01-13,0
Nevada,,2021-01-14,7596
Nevada,,2021-01-15,7340
Nevada,,2021-01-16,6703
Nevada,,2021-01-17,6321
Nevada,,2021-01-18,6066
Nevada,,2021-01-19,5884
Nevada,,2021-01-20,6497
Nevada,,2021-01-21,5592
Nevada,,2021-01-22,6112
Nevada,,2021-01-23,6938
Nevada,,2021-01-24,8421
Nevada,,2021-01-25,8832
Nevada,,2021-01-26,8789
Nevada,,2021-01-27,9605
Nevada,,2021-01-28,11279
Nevada,,2021-01-29,11961
Nevada,,2021-01-30,12452
Nevada,,2021-01-31,12696
Nevada,,2021-02-01,12698
Nevada,,2021-02-02,12687
Nevada,,2021-02-03,15015
Nevada,,2021-02-04,13808
Nevada,,2021-02-05,13448
Nevada,,2021-02-06,14009
Nevada,,2021-02-07,13285
Nevada,,2021-02-08,13990
Nevada,,2021-02-09,14051
Nevada,,2021-02-10,12409
Nevada,,2021-02-11,12497
Nevada,,2021-02-12,12836
Nevada,,2021-02-13,12686
Nevada,,2021-02-14,13479
Nevada,,2021-02-15,12990
Nevada,,2021-02-16,13610
Nevada,,2021-02-17,12383
Nevada,,2021-02-18,12558
Nevada,,2021-02-19,18309
Nevada,,2021-02-20,20669
Nevada,,2021-02-21,20198
Nevada,,2021-02-22,21272
Nevada,,2021-02-23,21660
Nevada,,2021-02-24,21973
Nevada,,2021-02-25,22173
Nevada,,2021-02-26,17176
Nevada,,2021-02-27,15691
Nevada,,2021-02-28,16555
Nevada,,2021-03-01,18372
Nevada,,2021-03-02,17823
Nevada,,2021-03-03,18162
Nevada,,2021-03-04,18282
New Hampshire,,2021-01-13,4605
New Hampshire,,2021-01-14,4049
New Hampshire,,2021-01-15,3968
New Hampshire,,2021-01-16,3541
New Hampshire,,2021-01-17,3285
New Hampshire,,2021-01-18,3114
New Hampshire,,2021-01-19,2992
New Hampshire,,2021-01-20,2886
New Hampshire,,2021-01-21,3133
New Hampshire,,2021-01-22,3297
New Hampshire,,2021-01-23,3577
New Hampshire,,2021-01-24,3757
New Hampshire,,2021-01-25,3618
New Hampshire,,2021-01-26,3635
New Hampshire,,2021-01-27,3952
New Hampshire,,2021-01-28,4259
New Hampshire,,2021-01-29,4545
New Hampshire,,2021-01-30,4846
New Hampshire,,2021-01-31,4996
New Hampshire,,2021-02-01,5127
New Hampshire,,2021-02-02,5542
New Hampshire,,2021-02-03,5027
New Hampshire,,2021-02-04,4948
New Hampshire,,2021-02-05,5105
New Hampshire,,2021-02-06,5348
New Hampshire,,2021-02-07,5368
New Hampshire,,2021-02-08,5155
New Hampshire,,2021-02-09,4704
New Hampshire,,2021-02-10,5417
New Hampshire,,2021-02-11,5574
New Hampshire,,2021-02-12,5424
New Hampshire,,2021-02-13,5642
New Hampshire,,2021-02-14,6093
New Hampshire,,2021-02-15,6570
New Hampshire,,2021-02-16,6846
New Hampshire,,2021-02-17,6018
New Hampshire,,2021-02-18,6109
New Hampshire,,2021-02-19,7182
New Hampshire,,2021-02-20,7089
New Hampshire,,2021-02-21,7467
New Hampshire,,2021-02-22,7900
New Hampshire,,2021-02-23,8231
New Hampshire,,2021-02-24,9131
New Hampshire,,2021-02-25,9198
New Hampshire,,2021-02-26,8355
New Hampshire,,2021-02-27,8639
New Hampshire,,2021-02-28,8685
New Hampshire,,2021-03-01,8130
New Hampshire,,2021-03-02,8039
New Hampshire,,2021-03-03,8178
New Hampshire,,2021-03-04,8368
New Jersey,,2021-01-13,41937
New Jersey,,2021-01-14,21188
New Jersey,,2021-01-15,32008
New Jersey,,2021-01-16,29199
New Jersey,,2021-01-17,27513
New Jersey,,2021-01-18,26389
New Jersey,,2021-01-19,25586
New Jersey,,2021-01-20,24177
New Jersey,,2021-01-21,24114
New Jersey,,2021-01-22,21042
New Jersey,,2021-01-23,23293
New Jersey,,2021-01-24,25288
New Jersey,,2021-01-25,26252
New Jersey,,2021-01-26,25084
New Jersey,,2021-01-27,25663
New Jersey,,2021-01-28,30856
New Jersey,,2021-01-29,37580
New Jersey,,2021-01-30,38294
New Jersey,,2021-01-31,37116
New Jersey,,2021-02-01,35307
New Jersey,,2021-02-02,37264
New Jersey,,2021-02-03,34266
New Jersey,,2021-02-04,29072
New Jersey,,2021-02-05,22473
New Jersey,,2021-02-06,38906
New Jersey,,2021-02-07,39909
New Jersey,,2021-02-08,40656
New Jersey,,2021-02-09,37172
New Jersey,,2021-02-10,42430
New Jersey,,2021-02-11,49279
New Jersey,,2021-02-12,52572
New Jersey,,2021-02-13,38345
New Jersey,,2021-02-14,39217
New Jersey,,2021-02-15,41921
New Jersey,,2021-02-16,47221
New Jersey,,2021-02-17,47383
New Jersey,,2021-02-18,49357
New Jersey,,2021-02-19,50244
New Jersey,,2021-02-20,48414
New Jersey,,2021-02-21,48529
New Jersey,,2021-02-22,46183
New Jersey,,2021-02-23,47389
New Jersey,,2021-02-24,46169
New Jersey,,2021-02-25,46315
New Jersey,,2021-02-26,48381
New Jersey,,2021-02-27,51418
New Jersey,,2021-02-28,53805
New Jersey,,2021-03-01,54984
New Jersey,,2021-03-02,61182
New Jersey,,2021-03-03,63752
New Jersey,,2021-03-04,65554
New Mexico,,2021-01-13,3620
New Mexico,,2021-01-14,5590
New Mexico,,2021-01-15,7023
New Mexico,,2021-01-16,7695
New Mexico,,2021-01-17,8098
New Mexico,,2021-01-18,8367
New Mexico,,2021-01-19,8559
New Mexico,,2021-01-20,8778
New Mexico,,2021-01-21,9007
New Mexico,,2021-01-22,8963
New Mexico,,2021-01-23,10812
New Mexico,,2021-01-24,11630
New Mexico,,2021-01-25,10890
New Mexico,,2021-01-26,10284
New Mexico,,2021-01-27,10539
New Mexico,,2021-01-28,10318
New Mexico,,2021-01-29,10959
New Mexico,,2021-01-30,9089
New Mexico,,2021-01-31,9144
New Mexico,,2021-02-01,10079
New Mexico,,2021-02-02,9640
New Mexico,,2021-02-03,9679
New Mexico,,2021-02-04,9982
New Mexico,,2021-02-05,9741
New Mexico,,2021-02-06,10613
New Mexico,,2021-02-07,9664
New Mexico,,2021-02-08,9652
New Mexico,,2021-02-09,9778
New Mexico,,2021-02-10,9971
New Mexico,,2021-02-11,10757
New Mexico,,2021-02-12,11694
New Mexico,,2021-02-13,11043
New Mexico,,2021-02-14,12584
New Mexico,,2021-02-15,12691
New Mexico,,2021-02-16,13899
New Mexico,,2021-02-17,13250
New Mexico,,2021-02-18,12310
New Mexico,,2021-02-19,24825
New Mexico,,2021-02-20,25572
New Mexico,,2021-02-21,25153
New Mexico,,2021-02-22,24730
New Mexico,,2021-02-23,24162
New Mexico,,2021-02-24,24470
New Mexico,,2021-02-25,25544
New Mexico,,2021-02-26,13505
New Mexico,,2021-02-27,14167
New Mexico,,2021-02-28,15655
New Mexico,,2021-03-01,15269
New Mexico,,2021-03-02,15570
New Mexico,,2021-03-03,16752
New Mexico,,2021-03-04,15580
New York State,,2021-01-13,52941
New York State,,2021-01-14,54522
New York State,,2021-01-15,59311
New York State,,2021-01-16,59662
New York State,,2021-01-17,59872
New York State,,2021-01-18,60012
New York State,,2021-01-19,60112
New York State,,2021-01-20,59145
New York State,,2021-01-21,61124
New York State,,2021-01-22,63790
New York State,,2021-01-23,66334
New York State,,2021-01-24,69502
New York State,,2021-01-25,68387
New York State,,2021-01-26,64808
New York State,,2021-01-27,67458
New York State,,2021-01-28,73438
New York State,,2021-01-29,71318
New York State,,2021-01-30,72774
New York State,,2021-01-31,72865
New York State,,2021-02-01,72765
New York State,,2021-02-02,73211
New York State,,2021-02-03,69210
New York State,,2021-02-04,61400
New York State,,2021-02-05,61298
New York State,,2021-02-06,61912
New York State,,2021-02-07,65915
New York State,,2021-02-08,70058
New York State,,2021-02-09,67892
New York State,,2021-02-10,76093
New York State,,2021-02-11,80062
New York State,,2021-02-12,82892
New York State,,2021-02-13,85146
New York State,,2021-02-14,84046
New York State,,2021-02-15,85676
New York State,,2021-02-16,95534
New York State,,2021-02-17,91775
New York State,,2021-02-18,90449
New York State,,2021-02-19,104996
New York State,,2021-02-20,102095
New York State,,2021-02-21,99541
New York State,,2021-02-22,99122
New York State,,2021-02-23,94610
New York State,,2021-02-24,91830
New York State,,2021-02-25,89347
New York State,,2021-02-26,72524
New York State,,2021-02-27,74919
New York State,,2021-02-28,86182
New York State,,2021-03-01,91983
New York State,,2021-03-02,103303
New York State,,2021-03-03,112359
New York State,,2021-03-04,121644
North Carolina,,2021-01-13,55328
North Carolina,,2021-01-14,28301
North Carolina,,2021-01-15,30405
North Carolina,,2021-01-16,28926
North Carolina,,2021-01-17,28038
North Carolina,,2021-01-18,27447
North Carolina,,2021-01-19,27024
North Carolina,,2021-01-20,22935
North Carolina,,2021-01-21,29296
North Carolina,,2021-01-22,31727
North Carolina,,2021-01-23,35671
North Carolina,,2021-01-24,40662
North Carolina,,2021-01-25,42821
North Carolina,,2021-01-26,42706
North Carolina,,2021-01-27,41324
North Carolina,,2021-01-28,53788
North Carolina,,2021-01-29,46616
North Carolina,,2021-01-30,45961
North Carolina,,2021-01-31,45031
North Carolina,,2021-02-01,42815
North Carolina,,2021-02-02,39490
North Carolina,,2021-02-03,44276
North Carolina,,2021-02-04,30525
North Carolina,,2021-02-05,36979
North Carolina,,2021-02-06,38929
North Carolina,,2021-02-07,41555
North Carolina,,2021-02-08,42660
North Carolina,,2021-02-09,44477
North Carolina,,2021-02-10,44199
North Carolina,,2021-02-11,45597
North Carolina,,2021-02-12,48191
North Carolina,,2021-02-13,50312
North Carolina,,2021-02-14,53556
North Carolina,,2021-02-15,53826
North Carolina,,2021-02-16,56765
North Carolina,,2021-02-17,56964
North Carolina,,2021-02-18,57088
North Carolina,,2021-02-19,73115
North Carolina,,2021-02-20,69341
North Carolina,,2021-02-21,64439
North Carolina,,2021-02-22,64854
North Carolina,,2021-02-23,61910
North Carolina,,2021-02-24,61381
North Carolina,,2021-02-25,61164
North Carolina,,2021-02-26,46498
North Carolina,,2021-02-27,51031
North Carolina,,2021-02-28,57036
North Carolina,,2021-03-01,60066
North Carolina,,2021-03-02,60984
North Carolina,,2021-03-03,63203
North Carolina,,2021-03-04,64444
North Dakota,,2021-01-13,1249
North Dakota,,2021-01-14,1648
North Dakota,,2021-01-15,2310
North Dakota,,2021-01-16,2370
North Dakota,,2021-01-17,2406
North Dakota,,2021-01-18,2430
North Dakota,,2021-01-19,2447
North Dakota,,2021-01-20,2418
North Dakota,,2021-01-21,2353
North Dakota,,2021-01-22,2528
North Dakota,,2021-01-23,2863
North Dakota,,2021-01-24,3095
North Dakota,,2021-01-25,3026
North Dakota,,2021-01-26,2693
North Dakota,,2021-01-27,2796
North Dakota,,2021-01-28,2972
North Dakota,,2021-01-29,3153
North Dakota,,2021-01-30,3227
North Dakota,,2021-01-31,3534
North Dakota,,2021-02-01,3463
North Dakota,,2021-02-02,3505
North Dakota,,2021-02-03,3763
North Dakota,,2021-02-04,3836
North Dakota,,2021-02-05,3807
North Dakota,,2021-02-06,4165
North Dakota,,2021-02-07,4130
North Dakota,,2021-02-08,4328
North Dakota,,2021-02-09,4256
North Dakota,,2021-02-10,3778
North Dakota,,2021-02-11,3817
North Dakota,,2021-02-12,3795
North Dakota,,2021-02-13,3348
North Dakota,,2021-02-14,3156
North Dakota,,2021-02-15,3056
North Dakota,,2021-02-16,3378
North Dakota,,2021-02-17,3438
North Dakota,,2021-02-18,3305
North Dakota,,2021-02-19,6133
North Dakota,,2021-02-20,6331
North Dakota,,2021-02-21,6499
North Dakota,,2021-02-22,6456
North Dakota,,2021-02-23,6164
North Dakota,,2021-02-24,6532
North Dakota,,2021-02-25,6737
North Dakota,,2021-02-26,4329
North Dakota,,2021-02-27,5262
North Dakota,,2021-02-28,5686
North Dakota,,2021-03-01,6031
North Dakota,,2021-03-02,6039
North Dakota,,2021-03-03,5910
North Dakota,,2021-03-04,6054
Northern Mariana Islands,MNP,2021-01-13,419
Northern Mariana Islands,MNP,2021-01-14,438
Northern Mariana Islands,MNP,2021-01-15,396
Northern Mariana Islands,MNP,2021-01-16,388
Northern Mariana Islands,MNP,2021-01-17,384
Northern Mariana Islands,MNP,2021-01-18,381
Northern Mariana Islands,MNP,2021-01-19,379
Northern Mariana Islands,MNP,2021-01-20,379
Northern Mariana Islands,MNP,2021-01-21,387
Northern Mariana Islands,MNP,2021-01-22,402
Northern Mariana Islands,MNP,2021-01-23,395
Northern Mariana Islands,MNP,2021-01-24,393
Northern Mariana Islands,MNP,2021-01-25,356
Northern Mariana Islands,MNP,2021-01-26,338
Northern Mariana Islands,MNP,2021-01-27,319
Northern Mariana Islands,MNP,2021-01-28,277
Northern Mariana Islands,MNP,2021-01-29,261
Northern Mariana Islands,MNP,2021-01-30,242
Northern Mariana Islands,MNP,2021-01-31,237
Northern Mariana Islands,MNP,2021-02-01,236
Northern Mariana Islands,MNP,2021-02-02,238
Northern Mariana Islands,MNP,2021-02-03,233
Northern Mariana Islands,MNP,2021-02-04,245
Northern Mariana Islands,MNP,2021-02-05,255
Northern Mariana Islands,MNP,2021-02-06,281
Northern Mariana Islands,MNP,2021-02-07,263
Northern Mariana Islands,MNP,2021-02-08,252
Northern Mariana Islands,MNP,2021-02-09,265
Northern Mariana Islands,MNP,2021-02-10,268
Northern Mariana Islands,MNP,2021-02-11,252
Northern Mariana Islands,MNP,2021-02-12,234
Northern Mariana Islands,MNP,2021-02-13,242
Northern Mariana Islands,MNP,2021-02-14,266
Northern Mariana Islands,MNP,2021-02-15,310
Northern Mariana Islands,MNP,2021-02-16,308
Northern Mariana Islands,MNP,2021-02-17,316
Northern Mariana Islands,MNP,2021-02-18,341
Northern Mariana Islands,MNP,2021-02-19,365
Northern Mariana Islands,MNP,2021-02-20,304
Northern Mariana Islands,MNP,2021-02-21,310
Northern Mariana Islands,MNP,2021-02-22,286
Northern Mariana Islands,MNP,2021-02-23,280
Northern Mariana Islands,MNP,2021-02-24,333
Northern Mariana Islands,MNP,2021-02-25,337
Northern Mariana Islands,MNP,2021-02-26,328
Northern Mariana Islands,MNP,2021-02-27,371
Northern Mariana Islands,MNP,2021-02-28,349
Northern Mariana Islands,MNP,2021-03-01,356
Northern Mariana Islands,MNP,2021-03-02,359
Northern Mariana Islands,MNP,2021-03-03,307
Northern Mariana Islands,MNP,2021-03-04,301
Ohio,,2021-01-13,17428
Ohio,,2021-01-14,18267
Ohio,,2021-01-15,21179
Ohio,,2021-01-16,21926
Ohio,,2021-01-17,22373
Ohio,,2021-01-18,22672
Ohio,,2021-01-19,22885
Ohio,,2021-01-20,22595
Ohio,,2021-01-21,19865
Ohio,,2021-01-22,24296
Ohio,,2021-01-23,27905
Ohio,,2021-01-24,31907
Ohio,,2021-01-25,33957
Ohio,,2021-01-26,33706
Ohio,,2021-01-27,36967
Ohio,,2021-01-28,43198
Ohio,,2021-01-29,42514
Ohio,,2021-01-30,45154
Ohio,,2021-01-31,43844
Ohio,,2021-02-01,45572
Ohio,,2021-02-02,48159
Ohio,,2021-02-03,48449
Ohio,,2021-02-04,48316
Ohio,,2021-02-05,47734
Ohio,,2021-02-06,47355
Ohio,,2021-02-07,48565
Ohio,,2021-02-08,48814
Ohio,,2021-02-09,46941
Ohio,,2021-02-10,45864
Ohio,,2021-02-11,47299
Ohio,,2021-02-12,51893
Ohio,,2021-02-13,52952
Ohio,,2021-02-14,56851
Ohio,,2021-02-15,56733
Ohio,,2021-02-16,60179
Ohio,,2021-02-17,59820
Ohio,,2021-02-18,57466
Ohio,,2021-02-19,65606
Ohio,,2021-02-20,64835
Ohio,,2021-02-21,64109
Ohio,,2021-02-22,64736
Ohio,,2021-02-23,61964
Ohio,,2021-02-24,66136
Ohio,,2021-02-25,70021
Ohio,,2021-02-26,59061
Ohio,,2021-02-27,62123
Ohio,,2021-02-28,65588
Ohio,,2021-03-01,66320
Ohio,,2021-03-02,70639
Ohio,,2021-03-03,71704
Ohio,,2021-03-04,71267
Oklahoma,,2021-01-13,14560
Oklahoma,,2021-01-14,14712
Oklahoma,,2021-01-15,15189
Oklahoma,,2021-01-16,13809
Oklahoma,,2021-01-17,12982
Oklahoma,,2021-01-18,12430
Oklahoma,,2021-01-19,12036
Oklahoma,,2021-01-20,11326
Oklahoma,,2021-01-21,11453
Oklahoma,,2021-01-22,12013
Oklahoma,,2021-01-23,13104
Oklahoma,,2021-01-24,14294
Oklahoma,,2021-01-25,13446
Oklahoma,,2021-01-26,12397
Oklahoma,,2021-01-27,13351
Oklahoma,,2021-01-28,13688
Oklahoma,,2021-01-29,14169
Oklahoma,,2021-01-30,15071
Oklahoma,,2021-01-31,16454
Oklahoma,,2021-02-01,16719
Oklahoma,,2021-02-02,16686
Oklahoma,,2021-02-03,16757
Oklahoma,,2021-02-04,17304
Oklahoma,,2021-02-05,17715
Oklahoma,,2021-02-06,18707
Oklahoma,,2021-02-07,19394
Oklahoma,,2021-02-08,20353
Oklahoma,,2021-02-09,20362
Oklahoma,,2021-02-10,20567
Oklahoma,,2021-02-11,20568
Oklahoma,,2021-02-12,18523
Oklahoma,,2021-02-13,17083
Oklahoma,,2021-02-14,15515
Oklahoma,,2021-02-15,14633
Oklahoma,,2021-02-16,15201
Oklahoma,,2021-02-17,12862
Oklahoma,,2021-02-18,10297
Oklahoma,,2021-02-19,24738
Oklahoma,,2021-02-20,24295
Oklahoma,,2021-02-21,26230
Oklahoma,,2021-02-22,28963
Oklahoma,,2021-02-23,30281
Oklahoma,,2021-02-24,34146
Oklahoma,,2021-02-25,38155
Oklahoma,,2021-02-26,27507
Oklahoma,,2021-02-27,30870
Oklahoma,,2021-02-28,32772
Oklahoma,,2021-03-01,32546
Oklahoma,,2021-03-02,31154
Oklahoma,,2021-03-03,30339
Oklahoma,,2021-03-04,30556
Oregon,,2021-01-13,10465
Oregon,,2021-01-14,12593
Oregon,,2021-01-15,13848
Oregon,,2021-01-16,14809
Oregon,,2021-01-17,15386
Oregon,,2021-01-18,15771
Oregon,,2021-01-19,16045
Oregon,,2021-01-20,14550
Oregon,,2021-01-21,12447
Oregon,,2021-01-22,15365
Oregon,,2021-01-23,15231
Oregon,,2021-01-24,14912
Oregon,,2021-01-25,14492
Oregon,,2021-01-26,13020
Oregon,,2021-01-27,15509
Oregon,,2021-01-28,17636
Oregon,,2021-01-29,15098
Oregon,,2021-01-30,15990
Oregon,,2021-01-31,17424
Oregon,,2021-02-01,17564
Oregon,,2021-02-02,18605
Oregon,,2021-02-03,18397
Oregon,,2021-02-04,18800
Oregon,,2021-02-05,18252
Oregon,,2021-02-06,18212
Oregon,,2021-02-07,17837
Oregon,,2021-02-08,18688
Oregon,,2021-02-09,19199
Oregon,,2021-02-10,19252
Oregon,,2021-02-11,16722
Oregon,,2021-02-12,14555
Oregon,,2021-02-13,20151
Oregon,,2021-02-14,19796
Oregon,,2021-02-15,17689
Oregon,,2021-02-16,16074
Oregon,,2021-02-17,14821
Oregon,,2021-02-18,17076
Oregon,,2021-02-19,25515
Oregon,,2021-02-20,20550
Oregon,,2021-02-21,21486
Oregon,,2021-02-22,23706
Oregon,,2021-02-23,25678
Oregon,,2021-02-24,24710
Oregon,,2021-02-25,25852
Oregon,,2021-02-26,22889
Oregon,,2021-02-27,23699
Oregon,,2021-02-28,24669
Oregon,,2021-03-01,25692
Oregon,,2021-03-02,24769
Oregon,,2021-03-03,26330
Oregon,,2021-03-04,26216
Pennsylvania,,2021-01-13,37996
Pennsylvania,,2021-01-14,34233
Pennsylvania,,2021-01-15,35401
Pennsylvania,,2021-01-16,32567
Pennsylvania,,2021-01-17,30867
Pennsylvania,,2021-01-18,29734
Pennsylvania,,2021-01-19,28924
Pennsylvania,,2021-01-20,26959
Pennsylvania,,2021-01-21,27859
Pennsylvania,,2021-01-22,29248
Pennsylvania,,2021-01-23,31950
Pennsylvania,,2021-01-24,35472
Pennsylvania,,2021-01-25,36636
Pennsylvania,,2021-01-26,36563
Pennsylvania,,2021-01-27,40474
Pennsylvania,,2021-01-28,35849
Pennsylvania,,2021-01-29,45694
Pennsylvania,,2021-01-30,48079
Pennsylvania,,2021-01-31,49083
Pennsylvania,,2021-02-01,51055
Pennsylvania,,2021-02-02,50799
Pennsylvania,,2021-02-03,43730
Pennsylvania,,2021-02-04,51766
Pennsylvania,,2021-02-05,42684
Pennsylvania,,2021-02-06,43724
Pennsylvania,,2021-02-07,45667
Pennsylvania,,2021-02-08,43882
Pennsylvania,,2021-02-09,46034
Pennsylvania,,2021-02-10,54281
Pennsylvania,,2021-02-11,53677
Pennsylvania,,2021-02-12,56762
Pennsylvania,,2021-02-13,48534
Pennsylvania,,2021-02-14,59213
Pennsylvania,,2021-02-15,55160
Pennsylvania,,2021-02-16,50636
Pennsylvania,,2021-02-17,58875
Pennsylvania,,2021-02-18,58330
Pennsylvania,,2021-02-19,73730
Pennsylvania,,2021-02-20,79082
Pennsylvania,,2021-02-21,69214
Pennsylvania,,2021-02-22,75797
Pennsylvania,,2021-02-23,78350
Pennsylvania,,2021-02-24,67892
Pennsylvania,,2021-02-25,69590
Pennsylvania,,2021-02-26,53951
Pennsylvania,,2021-02-27,63458
Pennsylvania,,2021-02-28,63574
